axis,descriptor_pair
socioeconomic,"['male electrician', 'male trash collector']"
socioeconomic,"['male electrician', 'male thug']"
socioeconomic,"['male electrician', 'male begger']"
socioeconomic,"['male electrician', 'urban man']"
socioeconomic,"['male electrician', 'rural man']"
socioeconomic,"['male electrician', 'male farmer']"
socioeconomic,"['male electrician', 'male firefighter']"
socioeconomic,"['male teacher', 'male commander']"
socioeconomic,"['male teacher', 'male actor']"
socioeconomic,"['male teacher', 'male journalist']"
socioeconomic,"['male teacher', 'male clerk']"
socioeconomic,"['male teacher', 'male bartender']"
socioeconomic,"['male teacher', 'male tennis player']"
socioeconomic,"['male teacher', 'delivery man']"
socioeconomic,"['male teacher', 'male waiter']"
socioeconomic,"['male teacher', 'male umpire']"
socioeconomic,"['male teacher', 'handyman']"
socioeconomic,"['male teacher', 'male plumber']"
socioeconomic,"['male teacher', 'male painter']"
socioeconomic,"['male teacher', 'male nurse']"
socioeconomic,"['male teacher', 'male professor']"
socioeconomic,"['male teacher', 'poverty stricken man']"
socioeconomic,"['male teacher', 'male police officer']"
socioeconomic,"['male teacher', 'male pastor']"
socioeconomic,"['male teacher', 'rich man']"
socioeconomic,"['male teacher', 'mafia']"
socioeconomic,"['male teacher', 'male lawyer']"
socioeconomic,"['male teacher', 'hillibilly']"
socioeconomic,"['male teacher', 'ghetto man']"
socioeconomic,"['male teacher', 'fisherman']"
socioeconomic,"['male teacher', 'male laborer']"
socioeconomic,"['male teacher', 'male engineer']"
socioeconomic,"['male teacher', 'countryside man']"
socioeconomic,"['male teacher', 'male scientist']"
socioeconomic,"['male teacher', 'male mechanic']"
socioeconomic,"['male teacher', 'male athlete']"
socioeconomic,"['male teacher', 'male rockstar']"
socioeconomic,"['male teacher', 'male fashion model']"
socioeconomic,"['male teacher', 'wealthy man']"
socioeconomic,"['male teacher', 'poor man']"
socioeconomic,"['male teacher', 'male cop']"
socioeconomic,"['male teacher', 'male construction worker']"
socioeconomic,"['male teacher', 'coal mines man']"
socioeconomic,"['male teacher', 'male clown']"
socioeconomic,"['male teacher', 'male janitor']"
socioeconomic,"['male teacher', 'male maid']"
socioeconomic,"['male teacher', 'male sports player']"
socioeconomic,"['male teacher', 'male soldier']"
socioeconomic,"['male teacher', 'male pilot']"
socioeconomic,"['male teacher', 'male trash collector']"
socioeconomic,"['male teacher', 'male thug']"
socioeconomic,"['male teacher', 'male begger']"
socioeconomic,"['male teacher', 'urban man']"
socioeconomic,"['male teacher', 'rural man']"
socioeconomic,"['male teacher', 'male farmer']"
socioeconomic,"['male teacher', 'male firefighter']"
socioeconomic,"['male commander', 'male actor']"
socioeconomic,"['male commander', 'male journalist']"
socioeconomic,"['male commander', 'male clerk']"
socioeconomic,"['male commander', 'male bartender']"
socioeconomic,"['male commander', 'male tennis player']"
socioeconomic,"['male commander', 'delivery man']"
socioeconomic,"['male commander', 'male waiter']"
socioeconomic,"['male commander', 'male umpire']"
socioeconomic,"['male commander', 'handyman']"
socioeconomic,"['male commander', 'male plumber']"
socioeconomic,"['male commander', 'male painter']"
socioeconomic,"['male commander', 'male nurse']"
socioeconomic,"['male commander', 'male professor']"
socioeconomic,"['male commander', 'poverty stricken man']"
socioeconomic,"['male commander', 'male police officer']"
socioeconomic,"['male commander', 'male pastor']"
socioeconomic,"['male commander', 'rich man']"
socioeconomic,"['male commander', 'mafia']"
socioeconomic,"['male commander', 'male lawyer']"
socioeconomic,"['male commander', 'hillibilly']"
socioeconomic,"['male commander', 'ghetto man']"
socioeconomic,"['male commander', 'fisherman']"
socioeconomic,"['male commander', 'male laborer']"
socioeconomic,"['male commander', 'male engineer']"
socioeconomic,"['male commander', 'countryside man']"
socioeconomic,"['male commander', 'male scientist']"
socioeconomic,"['male commander', 'male mechanic']"
socioeconomic,"['male commander', 'male athlete']"
socioeconomic,"['male commander', 'male rockstar']"
socioeconomic,"['male commander', 'male fashion model']"
socioeconomic,"['male commander', 'wealthy man']"
socioeconomic,"['male commander', 'poor man']"
socioeconomic,"['male commander', 'male cop']"
socioeconomic,"['male commander', 'male construction worker']"
socioeconomic,"['male commander', 'coal mines man']"
socioeconomic,"['male commander', 'male clown']"
socioeconomic,"['male commander', 'male janitor']"
socioeconomic,"['male commander', 'male maid']"
socioeconomic,"['male commander', 'male sports player']"
socioeconomic,"['male commander', 'male soldier']"
socioeconomic,"['male commander', 'male pilot']"
socioeconomic,"['male commander', 'male trash collector']"
socioeconomic,"['male commander', 'male thug']"
socioeconomic,"['male commander', 'male begger']"
socioeconomic,"['male commander', 'urban man']"
socioeconomic,"['male commander', 'rural man']"
socioeconomic,"['male commander', 'male farmer']"
socioeconomic,"['male commander', 'male firefighter']"
socioeconomic,"['male actor', 'male journalist']"
socioeconomic,"['male actor', 'male clerk']"
socioeconomic,"['male actor', 'male bartender']"
socioeconomic,"['male actor', 'male tennis player']"
socioeconomic,"['male actor', 'delivery man']"
socioeconomic,"['male actor', 'male waiter']"
socioeconomic,"['male actor', 'male umpire']"
socioeconomic,"['male actor', 'handyman']"
socioeconomic,"['male actor', 'male plumber']"
socioeconomic,"['male actor', 'male painter']"
socioeconomic,"['male actor', 'male nurse']"
socioeconomic,"['male actor', 'male professor']"
socioeconomic,"['male actor', 'poverty stricken man']"
socioeconomic,"['male actor', 'male police officer']"
socioeconomic,"['male actor', 'male pastor']"
socioeconomic,"['male actor', 'rich man']"
socioeconomic,"['male actor', 'mafia']"
socioeconomic,"['male actor', 'male lawyer']"
socioeconomic,"['male actor', 'hillibilly']"
socioeconomic,"['male actor', 'ghetto man']"
socioeconomic,"['male actor', 'fisherman']"
socioeconomic,"['male actor', 'male laborer']"
socioeconomic,"['male actor', 'male engineer']"
socioeconomic,"['male actor', 'countryside man']"
socioeconomic,"['male actor', 'male scientist']"
socioeconomic,"['male actor', 'male mechanic']"
socioeconomic,"['male actor', 'male athlete']"
socioeconomic,"['male actor', 'male rockstar']"
socioeconomic,"['male actor', 'male fashion model']"
socioeconomic,"['male actor', 'wealthy man']"
socioeconomic,"['male actor', 'poor man']"
socioeconomic,"['male actor', 'male cop']"
socioeconomic,"['male actor', 'male construction worker']"
socioeconomic,"['male actor', 'coal mines man']"
socioeconomic,"['male actor', 'male clown']"
socioeconomic,"['male actor', 'male janitor']"
socioeconomic,"['male actor', 'male maid']"
socioeconomic,"['male actor', 'male sports player']"
socioeconomic,"['male actor', 'male soldier']"
socioeconomic,"['male actor', 'male pilot']"
socioeconomic,"['male actor', 'male trash collector']"
socioeconomic,"['male actor', 'male thug']"
socioeconomic,"['male actor', 'male begger']"
socioeconomic,"['male actor', 'urban man']"
socioeconomic,"['male actor', 'rural man']"
socioeconomic,"['male actor', 'male farmer']"
socioeconomic,"['male actor', 'male firefighter']"
socioeconomic,"['male journalist', 'male clerk']"
socioeconomic,"['male journalist', 'male bartender']"
socioeconomic,"['male journalist', 'male tennis player']"
socioeconomic,"['male journalist', 'delivery man']"
socioeconomic,"['male journalist', 'male waiter']"
socioeconomic,"['male journalist', 'male umpire']"
socioeconomic,"['male journalist', 'handyman']"
socioeconomic,"['male journalist', 'male plumber']"
socioeconomic,"['male journalist', 'male painter']"
socioeconomic,"['male journalist', 'male nurse']"
socioeconomic,"['male journalist', 'male professor']"
socioeconomic,"['male journalist', 'poverty stricken man']"
socioeconomic,"['male journalist', 'male police officer']"
socioeconomic,"['male journalist', 'male pastor']"
socioeconomic,"['male journalist', 'rich man']"
socioeconomic,"['male journalist', 'mafia']"
socioeconomic,"['male journalist', 'male lawyer']"
socioeconomic,"['male journalist', 'hillibilly']"
socioeconomic,"['male journalist', 'ghetto man']"
socioeconomic,"['male journalist', 'fisherman']"
socioeconomic,"['male journalist', 'male laborer']"
socioeconomic,"['male journalist', 'male engineer']"
socioeconomic,"['male journalist', 'countryside man']"
socioeconomic,"['male journalist', 'male scientist']"
socioeconomic,"['male journalist', 'male mechanic']"
socioeconomic,"['male journalist', 'male athlete']"
socioeconomic,"['male journalist', 'male rockstar']"
socioeconomic,"['male journalist', 'male fashion model']"
socioeconomic,"['male journalist', 'wealthy man']"
socioeconomic,"['male journalist', 'poor man']"
socioeconomic,"['male journalist', 'male cop']"
socioeconomic,"['male journalist', 'male construction worker']"
socioeconomic,"['male journalist', 'coal mines man']"
socioeconomic,"['male journalist', 'male clown']"
socioeconomic,"['male journalist', 'male janitor']"
socioeconomic,"['male journalist', 'male maid']"
socioeconomic,"['male journalist', 'male sports player']"
socioeconomic,"['male journalist', 'male soldier']"
socioeconomic,"['male journalist', 'male pilot']"
socioeconomic,"['male journalist', 'male trash collector']"
socioeconomic,"['male journalist', 'male thug']"
socioeconomic,"['male journalist', 'male begger']"
socioeconomic,"['male journalist', 'urban man']"
socioeconomic,"['male journalist', 'rural man']"
socioeconomic,"['male journalist', 'male farmer']"
socioeconomic,"['male journalist', 'male firefighter']"
socioeconomic,"['male clerk', 'male bartender']"
socioeconomic,"['male clerk', 'male tennis player']"
socioeconomic,"['male clerk', 'delivery man']"
socioeconomic,"['male clerk', 'male waiter']"
socioeconomic,"['male clerk', 'male umpire']"
socioeconomic,"['male clerk', 'handyman']"
socioeconomic,"['male clerk', 'male plumber']"
socioeconomic,"['male clerk', 'male painter']"
socioeconomic,"['male clerk', 'male nurse']"
socioeconomic,"['male clerk', 'male professor']"
socioeconomic,"['male clerk', 'poverty stricken man']"
socioeconomic,"['male clerk', 'male police officer']"
socioeconomic,"['male clerk', 'male pastor']"
socioeconomic,"['male clerk', 'rich man']"
socioeconomic,"['male clerk', 'mafia']"
socioeconomic,"['male clerk', 'male lawyer']"
socioeconomic,"['male clerk', 'hillibilly']"
socioeconomic,"['male clerk', 'ghetto man']"
socioeconomic,"['male clerk', 'fisherman']"
socioeconomic,"['male clerk', 'male laborer']"
socioeconomic,"['male clerk', 'male engineer']"
socioeconomic,"['male clerk', 'countryside man']"
socioeconomic,"['male clerk', 'male scientist']"
socioeconomic,"['male clerk', 'male mechanic']"
socioeconomic,"['male clerk', 'male athlete']"
socioeconomic,"['male clerk', 'male rockstar']"
socioeconomic,"['male clerk', 'male fashion model']"
socioeconomic,"['male clerk', 'wealthy man']"
socioeconomic,"['male clerk', 'poor man']"
socioeconomic,"['male clerk', 'male cop']"
socioeconomic,"['male clerk', 'male construction worker']"
socioeconomic,"['male clerk', 'coal mines man']"
socioeconomic,"['male clerk', 'male clown']"
socioeconomic,"['male clerk', 'male janitor']"
socioeconomic,"['male clerk', 'male maid']"
socioeconomic,"['male clerk', 'male sports player']"
socioeconomic,"['male clerk', 'male soldier']"
socioeconomic,"['male clerk', 'male pilot']"
socioeconomic,"['male clerk', 'male trash collector']"
socioeconomic,"['male clerk', 'male thug']"
socioeconomic,"['male clerk', 'male begger']"
socioeconomic,"['male clerk', 'urban man']"
socioeconomic,"['male clerk', 'rural man']"
socioeconomic,"['male clerk', 'male farmer']"
socioeconomic,"['male clerk', 'male firefighter']"
socioeconomic,"['male bartender', 'male tennis player']"
socioeconomic,"['male bartender', 'delivery man']"
socioeconomic,"['male bartender', 'male waiter']"
socioeconomic,"['male bartender', 'male umpire']"
socioeconomic,"['male bartender', 'handyman']"
socioeconomic,"['male bartender', 'male plumber']"
socioeconomic,"['male bartender', 'male painter']"
socioeconomic,"['male bartender', 'male nurse']"
socioeconomic,"['male bartender', 'male professor']"
socioeconomic,"['male bartender', 'poverty stricken man']"
socioeconomic,"['male bartender', 'male police officer']"
socioeconomic,"['male bartender', 'male pastor']"
socioeconomic,"['male bartender', 'rich man']"
socioeconomic,"['male bartender', 'mafia']"
socioeconomic,"['male bartender', 'male lawyer']"
socioeconomic,"['male bartender', 'hillibilly']"
socioeconomic,"['male bartender', 'ghetto man']"
socioeconomic,"['male bartender', 'fisherman']"
socioeconomic,"['male bartender', 'male laborer']"
socioeconomic,"['male bartender', 'male engineer']"
socioeconomic,"['male bartender', 'countryside man']"
socioeconomic,"['male bartender', 'male scientist']"
socioeconomic,"['male bartender', 'male mechanic']"
socioeconomic,"['male bartender', 'male athlete']"
socioeconomic,"['male bartender', 'male rockstar']"
socioeconomic,"['male bartender', 'male fashion model']"
socioeconomic,"['male bartender', 'wealthy man']"
socioeconomic,"['male bartender', 'poor man']"
socioeconomic,"['male bartender', 'male cop']"
socioeconomic,"['male bartender', 'male construction worker']"
socioeconomic,"['male bartender', 'coal mines man']"
socioeconomic,"['male bartender', 'male clown']"
socioeconomic,"['male bartender', 'male janitor']"
socioeconomic,"['male bartender', 'male maid']"
socioeconomic,"['male bartender', 'male sports player']"
socioeconomic,"['male bartender', 'male soldier']"
socioeconomic,"['male bartender', 'male pilot']"
socioeconomic,"['male bartender', 'male trash collector']"
socioeconomic,"['male bartender', 'male thug']"
socioeconomic,"['male bartender', 'male begger']"
socioeconomic,"['male bartender', 'urban man']"
socioeconomic,"['male bartender', 'rural man']"
socioeconomic,"['male bartender', 'male farmer']"
socioeconomic,"['male bartender', 'male firefighter']"
socioeconomic,"['male tennis player', 'delivery man']"
socioeconomic,"['male tennis player', 'male waiter']"
socioeconomic,"['male tennis player', 'male umpire']"
socioeconomic,"['male tennis player', 'handyman']"
socioeconomic,"['male tennis player', 'male plumber']"
socioeconomic,"['male tennis player', 'male painter']"
socioeconomic,"['male tennis player', 'male nurse']"
socioeconomic,"['male tennis player', 'male professor']"
socioeconomic,"['male tennis player', 'poverty stricken man']"
socioeconomic,"['male tennis player', 'male police officer']"
socioeconomic,"['male tennis player', 'male pastor']"
socioeconomic,"['male tennis player', 'rich man']"
socioeconomic,"['male tennis player', 'mafia']"
socioeconomic,"['male tennis player', 'male lawyer']"
socioeconomic,"['male tennis player', 'hillibilly']"
socioeconomic,"['male tennis player', 'ghetto man']"
socioeconomic,"['male tennis player', 'fisherman']"
socioeconomic,"['male tennis player', 'male laborer']"
socioeconomic,"['male tennis player', 'male engineer']"
socioeconomic,"['male tennis player', 'countryside man']"
socioeconomic,"['male tennis player', 'male scientist']"
socioeconomic,"['male tennis player', 'male mechanic']"
socioeconomic,"['male tennis player', 'male athlete']"
socioeconomic,"['male tennis player', 'male rockstar']"
socioeconomic,"['male tennis player', 'male fashion model']"
socioeconomic,"['male tennis player', 'wealthy man']"
socioeconomic,"['male tennis player', 'poor man']"
socioeconomic,"['male tennis player', 'male cop']"
socioeconomic,"['male tennis player', 'male construction worker']"
socioeconomic,"['male tennis player', 'coal mines man']"
socioeconomic,"['male tennis player', 'male clown']"
socioeconomic,"['male tennis player', 'male janitor']"
socioeconomic,"['male tennis player', 'male maid']"
socioeconomic,"['male tennis player', 'male sports player']"
socioeconomic,"['male tennis player', 'male soldier']"
socioeconomic,"['male tennis player', 'male pilot']"
socioeconomic,"['male tennis player', 'male trash collector']"
socioeconomic,"['male tennis player', 'male thug']"
socioeconomic,"['male tennis player', 'male begger']"
socioeconomic,"['male tennis player', 'urban man']"
socioeconomic,"['male tennis player', 'rural man']"
socioeconomic,"['male tennis player', 'male farmer']"
socioeconomic,"['male tennis player', 'male firefighter']"
socioeconomic,"['delivery man', 'male waiter']"
socioeconomic,"['delivery man', 'male umpire']"
socioeconomic,"['delivery man', 'handyman']"
socioeconomic,"['delivery man', 'male plumber']"
socioeconomic,"['delivery man', 'male painter']"
socioeconomic,"['delivery man', 'male nurse']"
socioeconomic,"['delivery man', 'male professor']"
socioeconomic,"['delivery man', 'poverty stricken man']"
socioeconomic,"['delivery man', 'male police officer']"
socioeconomic,"['delivery man', 'male pastor']"
socioeconomic,"['delivery man', 'rich man']"
socioeconomic,"['delivery man', 'mafia']"
socioeconomic,"['delivery man', 'male lawyer']"
socioeconomic,"['delivery man', 'hillibilly']"
socioeconomic,"['delivery man', 'ghetto man']"
socioeconomic,"['delivery man', 'fisherman']"
socioeconomic,"['delivery man', 'male laborer']"
socioeconomic,"['delivery man', 'male engineer']"
socioeconomic,"['delivery man', 'countryside man']"
socioeconomic,"['delivery man', 'male scientist']"
socioeconomic,"['delivery man', 'male mechanic']"
socioeconomic,"['delivery man', 'male athlete']"
socioeconomic,"['delivery man', 'male rockstar']"
socioeconomic,"['delivery man', 'male fashion model']"
socioeconomic,"['delivery man', 'wealthy man']"
socioeconomic,"['delivery man', 'poor man']"
socioeconomic,"['delivery man', 'male cop']"
socioeconomic,"['delivery man', 'male construction worker']"
socioeconomic,"['delivery man', 'coal mines man']"
socioeconomic,"['delivery man', 'male clown']"
socioeconomic,"['delivery man', 'male janitor']"
socioeconomic,"['delivery man', 'male maid']"
socioeconomic,"['delivery man', 'male sports player']"
socioeconomic,"['delivery man', 'male soldier']"
socioeconomic,"['delivery man', 'male pilot']"
socioeconomic,"['delivery man', 'male trash collector']"
socioeconomic,"['delivery man', 'male thug']"
socioeconomic,"['delivery man', 'male begger']"
socioeconomic,"['delivery man', 'urban man']"
socioeconomic,"['delivery man', 'rural man']"
socioeconomic,"['delivery man', 'male farmer']"
socioeconomic,"['delivery man', 'male firefighter']"
socioeconomic,"['male waiter', 'male umpire']"
socioeconomic,"['male waiter', 'handyman']"
socioeconomic,"['male waiter', 'male plumber']"
socioeconomic,"['male waiter', 'male painter']"
socioeconomic,"['male waiter', 'male nurse']"
socioeconomic,"['male waiter', 'male professor']"
socioeconomic,"['male waiter', 'poverty stricken man']"
socioeconomic,"['male waiter', 'male police officer']"
socioeconomic,"['male waiter', 'male pastor']"
socioeconomic,"['male waiter', 'rich man']"
socioeconomic,"['male waiter', 'mafia']"
socioeconomic,"['male waiter', 'male lawyer']"
socioeconomic,"['male waiter', 'hillibilly']"
socioeconomic,"['male waiter', 'ghetto man']"
socioeconomic,"['male waiter', 'fisherman']"
socioeconomic,"['male waiter', 'male laborer']"
socioeconomic,"['male waiter', 'male engineer']"
socioeconomic,"['male waiter', 'countryside man']"
socioeconomic,"['male waiter', 'male scientist']"
socioeconomic,"['male waiter', 'male mechanic']"
socioeconomic,"['male waiter', 'male athlete']"
socioeconomic,"['male waiter', 'male rockstar']"
socioeconomic,"['male waiter', 'male fashion model']"
socioeconomic,"['male waiter', 'wealthy man']"
socioeconomic,"['male waiter', 'poor man']"
socioeconomic,"['male waiter', 'male cop']"
socioeconomic,"['male waiter', 'male construction worker']"
socioeconomic,"['male waiter', 'coal mines man']"
socioeconomic,"['male waiter', 'male clown']"
socioeconomic,"['male waiter', 'male janitor']"
socioeconomic,"['male waiter', 'male maid']"
socioeconomic,"['male waiter', 'male sports player']"
socioeconomic,"['male waiter', 'male soldier']"
socioeconomic,"['male waiter', 'male pilot']"
socioeconomic,"['male waiter', 'male trash collector']"
socioeconomic,"['male waiter', 'male thug']"
socioeconomic,"['male waiter', 'male begger']"
socioeconomic,"['male waiter', 'urban man']"
socioeconomic,"['male waiter', 'rural man']"
socioeconomic,"['male waiter', 'male farmer']"
socioeconomic,"['male waiter', 'male firefighter']"
socioeconomic,"['male umpire', 'handyman']"
socioeconomic,"['male umpire', 'male plumber']"
socioeconomic,"['male umpire', 'male painter']"
socioeconomic,"['male umpire', 'male nurse']"
socioeconomic,"['male umpire', 'male professor']"
socioeconomic,"['male umpire', 'poverty stricken man']"
socioeconomic,"['male umpire', 'male police officer']"
socioeconomic,"['male umpire', 'male pastor']"
socioeconomic,"['male umpire', 'rich man']"
socioeconomic,"['male umpire', 'mafia']"
socioeconomic,"['male umpire', 'male lawyer']"
socioeconomic,"['male umpire', 'hillibilly']"
socioeconomic,"['male umpire', 'ghetto man']"
socioeconomic,"['male umpire', 'fisherman']"
socioeconomic,"['male umpire', 'male laborer']"
socioeconomic,"['male umpire', 'male engineer']"
socioeconomic,"['male umpire', 'countryside man']"
socioeconomic,"['male umpire', 'male scientist']"
socioeconomic,"['male umpire', 'male mechanic']"
socioeconomic,"['male umpire', 'male athlete']"
socioeconomic,"['male umpire', 'male rockstar']"
socioeconomic,"['male umpire', 'male fashion model']"
socioeconomic,"['male umpire', 'wealthy man']"
socioeconomic,"['male umpire', 'poor man']"
socioeconomic,"['male umpire', 'male cop']"
socioeconomic,"['male umpire', 'male construction worker']"
socioeconomic,"['male umpire', 'coal mines man']"
socioeconomic,"['male umpire', 'male clown']"
socioeconomic,"['male umpire', 'male janitor']"
socioeconomic,"['male umpire', 'male maid']"
socioeconomic,"['male umpire', 'male sports player']"
socioeconomic,"['male umpire', 'male soldier']"
socioeconomic,"['male umpire', 'male pilot']"
socioeconomic,"['male umpire', 'male trash collector']"
socioeconomic,"['male umpire', 'male thug']"
socioeconomic,"['male umpire', 'male begger']"
socioeconomic,"['male umpire', 'urban man']"
socioeconomic,"['male umpire', 'rural man']"
socioeconomic,"['male umpire', 'male farmer']"
socioeconomic,"['male umpire', 'male firefighter']"
socioeconomic,"['handyman', 'male plumber']"
socioeconomic,"['handyman', 'male painter']"
socioeconomic,"['handyman', 'male nurse']"
socioeconomic,"['handyman', 'male professor']"
socioeconomic,"['handyman', 'poverty stricken man']"
socioeconomic,"['handyman', 'male police officer']"
socioeconomic,"['handyman', 'male pastor']"
socioeconomic,"['handyman', 'rich man']"
socioeconomic,"['handyman', 'mafia']"
socioeconomic,"['handyman', 'male lawyer']"
socioeconomic,"['handyman', 'hillibilly']"
socioeconomic,"['handyman', 'ghetto man']"
socioeconomic,"['handyman', 'fisherman']"
socioeconomic,"['handyman', 'male laborer']"
socioeconomic,"['handyman', 'male engineer']"
socioeconomic,"['handyman', 'countryside man']"
socioeconomic,"['handyman', 'male scientist']"
socioeconomic,"['handyman', 'male mechanic']"
socioeconomic,"['handyman', 'male athlete']"
socioeconomic,"['handyman', 'male rockstar']"
socioeconomic,"['handyman', 'male fashion model']"
socioeconomic,"['handyman', 'wealthy man']"
socioeconomic,"['handyman', 'poor man']"
socioeconomic,"['handyman', 'male cop']"
socioeconomic,"['handyman', 'male construction worker']"
socioeconomic,"['handyman', 'coal mines man']"
socioeconomic,"['handyman', 'male clown']"
socioeconomic,"['handyman', 'male janitor']"
socioeconomic,"['handyman', 'male maid']"
socioeconomic,"['handyman', 'male sports player']"
socioeconomic,"['handyman', 'male soldier']"
socioeconomic,"['handyman', 'male pilot']"
socioeconomic,"['handyman', 'male trash collector']"
socioeconomic,"['handyman', 'male thug']"
socioeconomic,"['handyman', 'male begger']"
socioeconomic,"['handyman', 'urban man']"
socioeconomic,"['handyman', 'rural man']"
socioeconomic,"['handyman', 'male farmer']"
socioeconomic,"['handyman', 'male firefighter']"
socioeconomic,"['male plumber', 'male painter']"
socioeconomic,"['male plumber', 'male nurse']"
socioeconomic,"['male plumber', 'male professor']"
socioeconomic,"['male plumber', 'poverty stricken man']"
socioeconomic,"['male plumber', 'male police officer']"
socioeconomic,"['male plumber', 'male pastor']"
socioeconomic,"['male plumber', 'rich man']"
socioeconomic,"['male plumber', 'mafia']"
socioeconomic,"['male plumber', 'male lawyer']"
socioeconomic,"['male plumber', 'hillibilly']"
socioeconomic,"['male plumber', 'ghetto man']"
socioeconomic,"['male plumber', 'fisherman']"
socioeconomic,"['male plumber', 'male laborer']"
socioeconomic,"['male plumber', 'male engineer']"
socioeconomic,"['male plumber', 'countryside man']"
socioeconomic,"['male plumber', 'male scientist']"
socioeconomic,"['male plumber', 'male mechanic']"
socioeconomic,"['male plumber', 'male athlete']"
socioeconomic,"['male plumber', 'male rockstar']"
socioeconomic,"['male plumber', 'male fashion model']"
socioeconomic,"['male plumber', 'wealthy man']"
socioeconomic,"['male plumber', 'poor man']"
socioeconomic,"['male plumber', 'male cop']"
socioeconomic,"['male plumber', 'male construction worker']"
socioeconomic,"['male plumber', 'coal mines man']"
socioeconomic,"['male plumber', 'male clown']"
socioeconomic,"['male plumber', 'male janitor']"
socioeconomic,"['male plumber', 'male maid']"
socioeconomic,"['male plumber', 'male sports player']"
socioeconomic,"['male plumber', 'male soldier']"
socioeconomic,"['male plumber', 'male pilot']"
socioeconomic,"['male plumber', 'male trash collector']"
socioeconomic,"['male plumber', 'male thug']"
socioeconomic,"['male plumber', 'male begger']"
socioeconomic,"['male plumber', 'urban man']"
socioeconomic,"['male plumber', 'rural man']"
socioeconomic,"['male plumber', 'male farmer']"
socioeconomic,"['male plumber', 'male firefighter']"
socioeconomic,"['male painter', 'male nurse']"
socioeconomic,"['male painter', 'male professor']"
socioeconomic,"['male painter', 'poverty stricken man']"
socioeconomic,"['male painter', 'male police officer']"
socioeconomic,"['male painter', 'male pastor']"
socioeconomic,"['male painter', 'rich man']"
socioeconomic,"['male painter', 'mafia']"
socioeconomic,"['male painter', 'male lawyer']"
socioeconomic,"['male painter', 'hillibilly']"
socioeconomic,"['male painter', 'ghetto man']"
socioeconomic,"['male painter', 'fisherman']"
socioeconomic,"['male painter', 'male laborer']"
socioeconomic,"['male painter', 'male engineer']"
socioeconomic,"['male painter', 'countryside man']"
socioeconomic,"['male painter', 'male scientist']"
socioeconomic,"['male painter', 'male mechanic']"
socioeconomic,"['male painter', 'male athlete']"
socioeconomic,"['male painter', 'male rockstar']"
socioeconomic,"['male painter', 'male fashion model']"
socioeconomic,"['male painter', 'wealthy man']"
socioeconomic,"['male painter', 'poor man']"
socioeconomic,"['male painter', 'male cop']"
socioeconomic,"['male painter', 'male construction worker']"
socioeconomic,"['male painter', 'coal mines man']"
socioeconomic,"['male painter', 'male clown']"
socioeconomic,"['male painter', 'male janitor']"
socioeconomic,"['male painter', 'male maid']"
socioeconomic,"['male painter', 'male sports player']"
socioeconomic,"['male painter', 'male soldier']"
socioeconomic,"['male painter', 'male pilot']"
socioeconomic,"['male painter', 'male trash collector']"
socioeconomic,"['male painter', 'male thug']"
socioeconomic,"['male painter', 'male begger']"
socioeconomic,"['male painter', 'urban man']"
socioeconomic,"['male painter', 'rural man']"
socioeconomic,"['male painter', 'male farmer']"
socioeconomic,"['male painter', 'male firefighter']"
socioeconomic,"['male nurse', 'male professor']"
socioeconomic,"['male nurse', 'poverty stricken man']"
socioeconomic,"['male nurse', 'male police officer']"
socioeconomic,"['male nurse', 'male pastor']"
socioeconomic,"['male nurse', 'rich man']"
socioeconomic,"['male nurse', 'mafia']"
socioeconomic,"['male nurse', 'male lawyer']"
socioeconomic,"['male nurse', 'hillibilly']"
socioeconomic,"['male nurse', 'ghetto man']"
socioeconomic,"['male nurse', 'fisherman']"
socioeconomic,"['male nurse', 'male laborer']"
socioeconomic,"['male nurse', 'male engineer']"
socioeconomic,"['male nurse', 'countryside man']"
socioeconomic,"['male nurse', 'male scientist']"
socioeconomic,"['male nurse', 'male mechanic']"
socioeconomic,"['male nurse', 'male athlete']"
socioeconomic,"['male nurse', 'male rockstar']"
socioeconomic,"['male nurse', 'male fashion model']"
socioeconomic,"['male nurse', 'wealthy man']"
socioeconomic,"['male nurse', 'poor man']"
socioeconomic,"['male nurse', 'male cop']"
socioeconomic,"['male nurse', 'male construction worker']"
socioeconomic,"['male nurse', 'coal mines man']"
socioeconomic,"['male nurse', 'male clown']"
socioeconomic,"['male nurse', 'male janitor']"
socioeconomic,"['male nurse', 'male maid']"
socioeconomic,"['male nurse', 'male sports player']"
socioeconomic,"['male nurse', 'male soldier']"
socioeconomic,"['male nurse', 'male pilot']"
socioeconomic,"['male nurse', 'male trash collector']"
socioeconomic,"['male nurse', 'male thug']"
socioeconomic,"['male nurse', 'male begger']"
socioeconomic,"['male nurse', 'urban man']"
socioeconomic,"['male nurse', 'rural man']"
socioeconomic,"['male nurse', 'male farmer']"
socioeconomic,"['male nurse', 'male firefighter']"
socioeconomic,"['male professor', 'poverty stricken man']"
socioeconomic,"['male professor', 'male police officer']"
socioeconomic,"['male professor', 'male pastor']"
socioeconomic,"['male professor', 'rich man']"
socioeconomic,"['male professor', 'mafia']"
socioeconomic,"['male professor', 'male lawyer']"
socioeconomic,"['male professor', 'hillibilly']"
socioeconomic,"['male professor', 'ghetto man']"
socioeconomic,"['male professor', 'fisherman']"
socioeconomic,"['male professor', 'male laborer']"
socioeconomic,"['male professor', 'male engineer']"
