axis,descriptor_pair
socioeconomic,"['delivery woman', 'rich woman']"
socioeconomic,"['delivery woman', 'mafia woman']"
socioeconomic,"['delivery woman', 'female lawyer']"
socioeconomic,"['delivery woman', 'hillibilly woman']"
socioeconomic,"['delivery woman', 'ghetto woman']"
socioeconomic,"['delivery woman', 'fisherwoman']"
socioeconomic,"['delivery woman', 'female laborer']"
socioeconomic,"['delivery woman', 'female engineer']"
socioeconomic,"['delivery woman', 'countryside woman']"
socioeconomic,"['delivery woman', 'female scientist']"
socioeconomic,"['delivery woman', 'female mechanic']"
socioeconomic,"['delivery woman', 'female athlete']"
socioeconomic,"['delivery woman', 'female rockstar']"
socioeconomic,"['delivery woman', 'female fashion model']"
socioeconomic,"['delivery woman', 'wealthy woman']"
socioeconomic,"['delivery woman', 'poor woman']"
socioeconomic,"['delivery woman', 'female cop']"
socioeconomic,"['delivery woman', 'female construction worker']"
socioeconomic,"['delivery woman', 'coal mines woman']"
socioeconomic,"['delivery woman', 'female clown']"
socioeconomic,"['delivery woman', 'female janitor']"
socioeconomic,"['delivery woman', 'female maid']"
socioeconomic,"['delivery woman', 'female sports player']"
socioeconomic,"['delivery woman', 'female soldier']"
socioeconomic,"['delivery woman', 'female pilot']"
socioeconomic,"['delivery woman', 'female trash collector']"
socioeconomic,"['delivery woman', 'female thug']"
socioeconomic,"['delivery woman', 'female begger']"
socioeconomic,"['delivery woman', 'urban woman']"
socioeconomic,"['delivery woman', 'rural woman']"
socioeconomic,"['delivery woman', 'female farmer']"
socioeconomic,"['delivery woman', 'female firefighter']"
socioeconomic,"['waitress', 'female umpire']"
socioeconomic,"['waitress', 'handywoman']"
socioeconomic,"['waitress', 'female plumber']"
socioeconomic,"['waitress', 'female painter']"
socioeconomic,"['waitress', 'female nurse']"
socioeconomic,"['waitress', 'female professor']"
socioeconomic,"['waitress', 'poverty stricken woman']"
socioeconomic,"['waitress', 'female police officer']"
socioeconomic,"['waitress', 'female pastor']"
socioeconomic,"['waitress', 'rich woman']"
socioeconomic,"['waitress', 'mafia woman']"
socioeconomic,"['waitress', 'female lawyer']"
socioeconomic,"['waitress', 'hillibilly woman']"
socioeconomic,"['waitress', 'ghetto woman']"
socioeconomic,"['waitress', 'fisherwoman']"
socioeconomic,"['waitress', 'female laborer']"
socioeconomic,"['waitress', 'female engineer']"
socioeconomic,"['waitress', 'countryside woman']"
socioeconomic,"['waitress', 'female scientist']"
socioeconomic,"['waitress', 'female mechanic']"
socioeconomic,"['waitress', 'female athlete']"
socioeconomic,"['waitress', 'female rockstar']"
socioeconomic,"['waitress', 'female fashion model']"
socioeconomic,"['waitress', 'wealthy woman']"
socioeconomic,"['waitress', 'poor woman']"
socioeconomic,"['waitress', 'female cop']"
socioeconomic,"['waitress', 'female construction worker']"
socioeconomic,"['waitress', 'coal mines woman']"
socioeconomic,"['waitress', 'female clown']"
socioeconomic,"['waitress', 'female janitor']"
socioeconomic,"['waitress', 'female maid']"
socioeconomic,"['waitress', 'female sports player']"
socioeconomic,"['waitress', 'female soldier']"
socioeconomic,"['waitress', 'female pilot']"
socioeconomic,"['waitress', 'female trash collector']"
socioeconomic,"['waitress', 'female thug']"
socioeconomic,"['waitress', 'female begger']"
socioeconomic,"['waitress', 'urban woman']"
socioeconomic,"['waitress', 'rural woman']"
socioeconomic,"['waitress', 'female farmer']"
socioeconomic,"['waitress', 'female firefighter']"
socioeconomic,"['female umpire', 'handywoman']"
socioeconomic,"['female umpire', 'female plumber']"
socioeconomic,"['female umpire', 'female painter']"
socioeconomic,"['female umpire', 'female nurse']"
socioeconomic,"['female umpire', 'female professor']"
socioeconomic,"['female umpire', 'poverty stricken woman']"
socioeconomic,"['female umpire', 'female police officer']"
socioeconomic,"['female umpire', 'female pastor']"
socioeconomic,"['female umpire', 'rich woman']"
socioeconomic,"['female umpire', 'mafia woman']"
socioeconomic,"['female umpire', 'female lawyer']"
socioeconomic,"['female umpire', 'hillibilly woman']"
socioeconomic,"['female umpire', 'ghetto woman']"
socioeconomic,"['female umpire', 'fisherwoman']"
socioeconomic,"['female umpire', 'female laborer']"
socioeconomic,"['female umpire', 'female engineer']"
socioeconomic,"['female umpire', 'countryside woman']"
socioeconomic,"['female umpire', 'female scientist']"
socioeconomic,"['female umpire', 'female mechanic']"
socioeconomic,"['female umpire', 'female athlete']"
socioeconomic,"['female umpire', 'female rockstar']"
socioeconomic,"['female umpire', 'female fashion model']"
socioeconomic,"['female umpire', 'wealthy woman']"
socioeconomic,"['female umpire', 'poor woman']"
socioeconomic,"['female umpire', 'female cop']"
socioeconomic,"['female umpire', 'female construction worker']"
socioeconomic,"['female umpire', 'coal mines woman']"
socioeconomic,"['female umpire', 'female clown']"
socioeconomic,"['female umpire', 'female janitor']"
socioeconomic,"['female umpire', 'female maid']"
socioeconomic,"['female umpire', 'female sports player']"
socioeconomic,"['female umpire', 'female soldier']"
socioeconomic,"['female umpire', 'female pilot']"
socioeconomic,"['female umpire', 'female trash collector']"
socioeconomic,"['female umpire', 'female thug']"
socioeconomic,"['female umpire', 'female begger']"
socioeconomic,"['female umpire', 'urban woman']"
socioeconomic,"['female umpire', 'rural woman']"
socioeconomic,"['female umpire', 'female farmer']"
socioeconomic,"['female umpire', 'female firefighter']"
socioeconomic,"['handywoman', 'female plumber']"
socioeconomic,"['handywoman', 'female painter']"
socioeconomic,"['handywoman', 'female nurse']"
socioeconomic,"['handywoman', 'female professor']"
socioeconomic,"['handywoman', 'poverty stricken woman']"
socioeconomic,"['handywoman', 'female police officer']"
socioeconomic,"['handywoman', 'female pastor']"
socioeconomic,"['handywoman', 'rich woman']"
socioeconomic,"['handywoman', 'mafia woman']"
socioeconomic,"['handywoman', 'female lawyer']"
socioeconomic,"['handywoman', 'hillibilly woman']"
socioeconomic,"['handywoman', 'ghetto woman']"
socioeconomic,"['handywoman', 'fisherwoman']"
socioeconomic,"['handywoman', 'female laborer']"
socioeconomic,"['handywoman', 'female engineer']"
socioeconomic,"['handywoman', 'countryside woman']"
socioeconomic,"['handywoman', 'female scientist']"
socioeconomic,"['handywoman', 'female mechanic']"
socioeconomic,"['handywoman', 'female athlete']"
socioeconomic,"['handywoman', 'female rockstar']"
socioeconomic,"['handywoman', 'female fashion model']"
socioeconomic,"['handywoman', 'wealthy woman']"
socioeconomic,"['handywoman', 'poor woman']"
socioeconomic,"['handywoman', 'female cop']"
socioeconomic,"['handywoman', 'female construction worker']"
socioeconomic,"['handywoman', 'coal mines woman']"
socioeconomic,"['handywoman', 'female clown']"
socioeconomic,"['handywoman', 'female janitor']"
socioeconomic,"['handywoman', 'female maid']"
socioeconomic,"['handywoman', 'female sports player']"
socioeconomic,"['handywoman', 'female soldier']"
socioeconomic,"['handywoman', 'female pilot']"
socioeconomic,"['handywoman', 'female trash collector']"
socioeconomic,"['handywoman', 'female thug']"
socioeconomic,"['handywoman', 'female begger']"
socioeconomic,"['handywoman', 'urban woman']"
socioeconomic,"['handywoman', 'rural woman']"
socioeconomic,"['handywoman', 'female farmer']"
socioeconomic,"['handywoman', 'female firefighter']"
socioeconomic,"['female plumber', 'female painter']"
socioeconomic,"['female plumber', 'female nurse']"
socioeconomic,"['female plumber', 'female professor']"
socioeconomic,"['female plumber', 'poverty stricken woman']"
socioeconomic,"['female plumber', 'female police officer']"
socioeconomic,"['female plumber', 'female pastor']"
socioeconomic,"['female plumber', 'rich woman']"
socioeconomic,"['female plumber', 'mafia woman']"
socioeconomic,"['female plumber', 'female lawyer']"
socioeconomic,"['female plumber', 'hillibilly woman']"
socioeconomic,"['female plumber', 'ghetto woman']"
socioeconomic,"['female plumber', 'fisherwoman']"
socioeconomic,"['female plumber', 'female laborer']"
socioeconomic,"['female plumber', 'female engineer']"
socioeconomic,"['female plumber', 'countryside woman']"
socioeconomic,"['female plumber', 'female scientist']"
socioeconomic,"['female plumber', 'female mechanic']"
socioeconomic,"['female plumber', 'female athlete']"
socioeconomic,"['female plumber', 'female rockstar']"
socioeconomic,"['female plumber', 'female fashion model']"
socioeconomic,"['female plumber', 'wealthy woman']"
socioeconomic,"['female plumber', 'poor woman']"
socioeconomic,"['female plumber', 'female cop']"
socioeconomic,"['female plumber', 'female construction worker']"
socioeconomic,"['female plumber', 'coal mines woman']"
socioeconomic,"['female plumber', 'female clown']"
socioeconomic,"['female plumber', 'female janitor']"
socioeconomic,"['female plumber', 'female maid']"
socioeconomic,"['female plumber', 'female sports player']"
socioeconomic,"['female plumber', 'female soldier']"
socioeconomic,"['female plumber', 'female pilot']"
socioeconomic,"['female plumber', 'female trash collector']"
socioeconomic,"['female plumber', 'female thug']"
socioeconomic,"['female plumber', 'female begger']"
socioeconomic,"['female plumber', 'urban woman']"
socioeconomic,"['female plumber', 'rural woman']"
socioeconomic,"['female plumber', 'female farmer']"
socioeconomic,"['female plumber', 'female firefighter']"
socioeconomic,"['female painter', 'female nurse']"
socioeconomic,"['female painter', 'female professor']"
socioeconomic,"['female painter', 'poverty stricken woman']"
socioeconomic,"['female painter', 'female police officer']"
socioeconomic,"['female painter', 'female pastor']"
socioeconomic,"['female painter', 'rich woman']"
socioeconomic,"['female painter', 'mafia woman']"
socioeconomic,"['female painter', 'female lawyer']"
socioeconomic,"['female painter', 'hillibilly woman']"
socioeconomic,"['female painter', 'ghetto woman']"
socioeconomic,"['female painter', 'fisherwoman']"
socioeconomic,"['female painter', 'female laborer']"
socioeconomic,"['female painter', 'female engineer']"
socioeconomic,"['female painter', 'countryside woman']"
socioeconomic,"['female painter', 'female scientist']"
socioeconomic,"['female painter', 'female mechanic']"
socioeconomic,"['female painter', 'female athlete']"
socioeconomic,"['female painter', 'female rockstar']"
socioeconomic,"['female painter', 'female fashion model']"
socioeconomic,"['female painter', 'wealthy woman']"
socioeconomic,"['female painter', 'poor woman']"
socioeconomic,"['female painter', 'female cop']"
socioeconomic,"['female painter', 'female construction worker']"
socioeconomic,"['female painter', 'coal mines woman']"
socioeconomic,"['female painter', 'female clown']"
socioeconomic,"['female painter', 'female janitor']"
socioeconomic,"['female painter', 'female maid']"
socioeconomic,"['female painter', 'female sports player']"
socioeconomic,"['female painter', 'female soldier']"
socioeconomic,"['female painter', 'female pilot']"
socioeconomic,"['female painter', 'female trash collector']"
socioeconomic,"['female painter', 'female thug']"
socioeconomic,"['female painter', 'female begger']"
socioeconomic,"['female painter', 'urban woman']"
socioeconomic,"['female painter', 'rural woman']"
socioeconomic,"['female painter', 'female farmer']"
socioeconomic,"['female painter', 'female firefighter']"
socioeconomic,"['female nurse', 'female professor']"
socioeconomic,"['female nurse', 'poverty stricken woman']"
socioeconomic,"['female nurse', 'female police officer']"
socioeconomic,"['female nurse', 'female pastor']"
socioeconomic,"['female nurse', 'rich woman']"
socioeconomic,"['female nurse', 'mafia woman']"
socioeconomic,"['female nurse', 'female lawyer']"
socioeconomic,"['female nurse', 'hillibilly woman']"
socioeconomic,"['female nurse', 'ghetto woman']"
socioeconomic,"['female nurse', 'fisherwoman']"
socioeconomic,"['female nurse', 'female laborer']"
socioeconomic,"['female nurse', 'female engineer']"
socioeconomic,"['female nurse', 'countryside woman']"
socioeconomic,"['female nurse', 'female scientist']"
socioeconomic,"['female nurse', 'female mechanic']"
socioeconomic,"['female nurse', 'female athlete']"
socioeconomic,"['female nurse', 'female rockstar']"
socioeconomic,"['female nurse', 'female fashion model']"
socioeconomic,"['female nurse', 'wealthy woman']"
socioeconomic,"['female nurse', 'poor woman']"
socioeconomic,"['female nurse', 'female cop']"
socioeconomic,"['female nurse', 'female construction worker']"
socioeconomic,"['female nurse', 'coal mines woman']"
socioeconomic,"['female nurse', 'female clown']"
socioeconomic,"['female nurse', 'female janitor']"
socioeconomic,"['female nurse', 'female maid']"
socioeconomic,"['female nurse', 'female sports player']"
socioeconomic,"['female nurse', 'female soldier']"
socioeconomic,"['female nurse', 'female pilot']"
socioeconomic,"['female nurse', 'female trash collector']"
socioeconomic,"['female nurse', 'female thug']"
socioeconomic,"['female nurse', 'female begger']"
socioeconomic,"['female nurse', 'urban woman']"
socioeconomic,"['female nurse', 'rural woman']"
socioeconomic,"['female nurse', 'female farmer']"
socioeconomic,"['female nurse', 'female firefighter']"
socioeconomic,"['female professor', 'poverty stricken woman']"
socioeconomic,"['female professor', 'female police officer']"
socioeconomic,"['female professor', 'female pastor']"
socioeconomic,"['female professor', 'rich woman']"
socioeconomic,"['female professor', 'mafia woman']"
socioeconomic,"['female professor', 'female lawyer']"
socioeconomic,"['female professor', 'hillibilly woman']"
socioeconomic,"['female professor', 'ghetto woman']"
socioeconomic,"['female professor', 'fisherwoman']"
socioeconomic,"['female professor', 'female laborer']"
socioeconomic,"['female professor', 'female engineer']"
socioeconomic,"['female professor', 'countryside woman']"
socioeconomic,"['female professor', 'female scientist']"
socioeconomic,"['female professor', 'female mechanic']"
socioeconomic,"['female professor', 'female athlete']"
socioeconomic,"['female professor', 'female rockstar']"
socioeconomic,"['female professor', 'female fashion model']"
socioeconomic,"['female professor', 'wealthy woman']"
socioeconomic,"['female professor', 'poor woman']"
socioeconomic,"['female professor', 'female cop']"
socioeconomic,"['female professor', 'female construction worker']"
socioeconomic,"['female professor', 'coal mines woman']"
socioeconomic,"['female professor', 'female clown']"
socioeconomic,"['female professor', 'female janitor']"
socioeconomic,"['female professor', 'female maid']"
socioeconomic,"['female professor', 'female sports player']"
socioeconomic,"['female professor', 'female soldier']"
socioeconomic,"['female professor', 'female pilot']"
socioeconomic,"['female professor', 'female trash collector']"
socioeconomic,"['female professor', 'female thug']"
socioeconomic,"['female professor', 'female begger']"
socioeconomic,"['female professor', 'urban woman']"
socioeconomic,"['female professor', 'rural woman']"
socioeconomic,"['female professor', 'female farmer']"
socioeconomic,"['female professor', 'female firefighter']"
socioeconomic,"['poverty stricken woman', 'female police officer']"
socioeconomic,"['poverty stricken woman', 'female pastor']"
socioeconomic,"['poverty stricken woman', 'rich woman']"
socioeconomic,"['poverty stricken woman', 'mafia woman']"
socioeconomic,"['poverty stricken woman', 'female lawyer']"
socioeconomic,"['poverty stricken woman', 'hillibilly woman']"
socioeconomic,"['poverty stricken woman', 'ghetto woman']"
socioeconomic,"['poverty stricken woman', 'fisherwoman']"
socioeconomic,"['poverty stricken woman', 'female laborer']"
socioeconomic,"['poverty stricken woman', 'female engineer']"
socioeconomic,"['poverty stricken woman', 'countryside woman']"
socioeconomic,"['poverty stricken woman', 'female scientist']"
socioeconomic,"['poverty stricken woman', 'female mechanic']"
socioeconomic,"['poverty stricken woman', 'female athlete']"
socioeconomic,"['poverty stricken woman', 'female rockstar']"
socioeconomic,"['poverty stricken woman', 'female fashion model']"
socioeconomic,"['poverty stricken woman', 'wealthy woman']"
socioeconomic,"['poverty stricken woman', 'poor woman']"
socioeconomic,"['poverty stricken woman', 'female cop']"
socioeconomic,"['poverty stricken woman', 'female construction worker']"
socioeconomic,"['poverty stricken woman', 'coal mines woman']"
socioeconomic,"['poverty stricken woman', 'female clown']"
socioeconomic,"['poverty stricken woman', 'female janitor']"
socioeconomic,"['poverty stricken woman', 'female maid']"
socioeconomic,"['poverty stricken woman', 'female sports player']"
socioeconomic,"['poverty stricken woman', 'female soldier']"
socioeconomic,"['poverty stricken woman', 'female pilot']"
socioeconomic,"['poverty stricken woman', 'female trash collector']"
socioeconomic,"['poverty stricken woman', 'female thug']"
socioeconomic,"['poverty stricken woman', 'female begger']"
socioeconomic,"['poverty stricken woman', 'urban woman']"
socioeconomic,"['poverty stricken woman', 'rural woman']"
socioeconomic,"['poverty stricken woman', 'female farmer']"
socioeconomic,"['poverty stricken woman', 'female firefighter']"
socioeconomic,"['female police officer', 'female pastor']"
socioeconomic,"['female police officer', 'rich woman']"
socioeconomic,"['female police officer', 'mafia woman']"
socioeconomic,"['female police officer', 'female lawyer']"
socioeconomic,"['female police officer', 'hillibilly woman']"
socioeconomic,"['female police officer', 'ghetto woman']"
socioeconomic,"['female police officer', 'fisherwoman']"
socioeconomic,"['female police officer', 'female laborer']"
socioeconomic,"['female police officer', 'female engineer']"
socioeconomic,"['female police officer', 'countryside woman']"
socioeconomic,"['female police officer', 'female scientist']"
socioeconomic,"['female police officer', 'female mechanic']"
socioeconomic,"['female police officer', 'female athlete']"
socioeconomic,"['female police officer', 'female rockstar']"
socioeconomic,"['female police officer', 'female fashion model']"
socioeconomic,"['female police officer', 'wealthy woman']"
socioeconomic,"['female police officer', 'poor woman']"
socioeconomic,"['female police officer', 'female cop']"
socioeconomic,"['female police officer', 'female construction worker']"
socioeconomic,"['female police officer', 'coal mines woman']"
socioeconomic,"['female police officer', 'female clown']"
socioeconomic,"['female police officer', 'female janitor']"
socioeconomic,"['female police officer', 'female maid']"
socioeconomic,"['female police officer', 'female sports player']"
socioeconomic,"['female police officer', 'female soldier']"
socioeconomic,"['female police officer', 'female pilot']"
socioeconomic,"['female police officer', 'female trash collector']"
socioeconomic,"['female police officer', 'female thug']"
socioeconomic,"['female police officer', 'female begger']"
socioeconomic,"['female police officer', 'urban woman']"
socioeconomic,"['female police officer', 'rural woman']"
socioeconomic,"['female police officer', 'female farmer']"
socioeconomic,"['female police officer', 'female firefighter']"
socioeconomic,"['female pastor', 'rich woman']"
socioeconomic,"['female pastor', 'mafia woman']"
socioeconomic,"['female pastor', 'female lawyer']"
socioeconomic,"['female pastor', 'hillibilly woman']"
socioeconomic,"['female pastor', 'ghetto woman']"
socioeconomic,"['female pastor', 'fisherwoman']"
socioeconomic,"['female pastor', 'female laborer']"
socioeconomic,"['female pastor', 'female engineer']"
socioeconomic,"['female pastor', 'countryside woman']"
socioeconomic,"['female pastor', 'female scientist']"
socioeconomic,"['female pastor', 'female mechanic']"
socioeconomic,"['female pastor', 'female athlete']"
socioeconomic,"['female pastor', 'female rockstar']"
socioeconomic,"['female pastor', 'female fashion model']"
socioeconomic,"['female pastor', 'wealthy woman']"
socioeconomic,"['female pastor', 'poor woman']"
socioeconomic,"['female pastor', 'female cop']"
socioeconomic,"['female pastor', 'female construction worker']"
socioeconomic,"['female pastor', 'coal mines woman']"
socioeconomic,"['female pastor', 'female clown']"
socioeconomic,"['female pastor', 'female janitor']"
socioeconomic,"['female pastor', 'female maid']"
socioeconomic,"['female pastor', 'female sports player']"
socioeconomic,"['female pastor', 'female soldier']"
socioeconomic,"['female pastor', 'female pilot']"
socioeconomic,"['female pastor', 'female trash collector']"
socioeconomic,"['female pastor', 'female thug']"
socioeconomic,"['female pastor', 'female begger']"
socioeconomic,"['female pastor', 'urban woman']"
socioeconomic,"['female pastor', 'rural woman']"
socioeconomic,"['female pastor', 'female farmer']"
socioeconomic,"['female pastor', 'female firefighter']"
socioeconomic,"['rich woman', 'mafia woman']"
socioeconomic,"['rich woman', 'female lawyer']"
socioeconomic,"['rich woman', 'hillibilly woman']"
socioeconomic,"['rich woman', 'ghetto woman']"
socioeconomic,"['rich woman', 'fisherwoman']"
socioeconomic,"['rich woman', 'female laborer']"
socioeconomic,"['rich woman', 'female engineer']"
socioeconomic,"['rich woman', 'countryside woman']"
socioeconomic,"['rich woman', 'female scientist']"
socioeconomic,"['rich woman', 'female mechanic']"
socioeconomic,"['rich woman', 'female athlete']"
socioeconomic,"['rich woman', 'female rockstar']"
socioeconomic,"['rich woman', 'female fashion model']"
socioeconomic,"['rich woman', 'wealthy woman']"
socioeconomic,"['rich woman', 'poor woman']"
socioeconomic,"['rich woman', 'female cop']"
socioeconomic,"['rich woman', 'female construction worker']"
socioeconomic,"['rich woman', 'coal mines woman']"
socioeconomic,"['rich woman', 'female clown']"
socioeconomic,"['rich woman', 'female janitor']"
socioeconomic,"['rich woman', 'female maid']"
socioeconomic,"['rich woman', 'female sports player']"
socioeconomic,"['rich woman', 'female soldier']"
socioeconomic,"['rich woman', 'female pilot']"
socioeconomic,"['rich woman', 'female trash collector']"
socioeconomic,"['rich woman', 'female thug']"
socioeconomic,"['rich woman', 'female begger']"
socioeconomic,"['rich woman', 'urban woman']"
socioeconomic,"['rich woman', 'rural woman']"
socioeconomic,"['rich woman', 'female farmer']"
socioeconomic,"['rich woman', 'female firefighter']"
socioeconomic,"['mafia woman', 'female lawyer']"
socioeconomic,"['mafia woman', 'hillibilly woman']"
socioeconomic,"['mafia woman', 'ghetto woman']"
socioeconomic,"['mafia woman', 'fisherwoman']"
socioeconomic,"['mafia woman', 'female laborer']"
socioeconomic,"['mafia woman', 'female engineer']"
socioeconomic,"['mafia woman', 'countryside woman']"
socioeconomic,"['mafia woman', 'female scientist']"
socioeconomic,"['mafia woman', 'female mechanic']"
socioeconomic,"['mafia woman', 'female athlete']"
socioeconomic,"['mafia woman', 'female rockstar']"
socioeconomic,"['mafia woman', 'female fashion model']"
socioeconomic,"['mafia woman', 'wealthy woman']"
socioeconomic,"['mafia woman', 'poor woman']"
socioeconomic,"['mafia woman', 'female cop']"
socioeconomic,"['mafia woman', 'female construction worker']"
socioeconomic,"['mafia woman', 'coal mines woman']"
socioeconomic,"['mafia woman', 'female clown']"
socioeconomic,"['mafia woman', 'female janitor']"
socioeconomic,"['mafia woman', 'female maid']"
socioeconomic,"['mafia woman', 'female sports player']"
socioeconomic,"['mafia woman', 'female soldier']"
socioeconomic,"['mafia woman', 'female pilot']"
socioeconomic,"['mafia woman', 'female trash collector']"
socioeconomic,"['mafia woman', 'female thug']"
socioeconomic,"['mafia woman', 'female begger']"
socioeconomic,"['mafia woman', 'urban woman']"
socioeconomic,"['mafia woman', 'rural woman']"
socioeconomic,"['mafia woman', 'female farmer']"
socioeconomic,"['mafia woman', 'female firefighter']"
socioeconomic,"['female lawyer', 'hillibilly woman']"
socioeconomic,"['female lawyer', 'ghetto woman']"
socioeconomic,"['female lawyer', 'fisherwoman']"
socioeconomic,"['female lawyer', 'female laborer']"
socioeconomic,"['female lawyer', 'female engineer']"
socioeconomic,"['female lawyer', 'countryside woman']"
socioeconomic,"['female lawyer', 'female scientist']"
socioeconomic,"['female lawyer', 'female mechanic']"
socioeconomic,"['female lawyer', 'female athlete']"
socioeconomic,"['female lawyer', 'female rockstar']"
socioeconomic,"['female lawyer', 'female fashion model']"
socioeconomic,"['female lawyer', 'wealthy woman']"
socioeconomic,"['female lawyer', 'poor woman']"
socioeconomic,"['female lawyer', 'female cop']"
socioeconomic,"['female lawyer', 'female construction worker']"
socioeconomic,"['female lawyer', 'coal mines woman']"
socioeconomic,"['female lawyer', 'female clown']"
socioeconomic,"['female lawyer', 'female janitor']"
socioeconomic,"['female lawyer', 'female maid']"
socioeconomic,"['female lawyer', 'female sports player']"
socioeconomic,"['female lawyer', 'female soldier']"
socioeconomic,"['female lawyer', 'female pilot']"
socioeconomic,"['female lawyer', 'female trash collector']"
socioeconomic,"['female lawyer', 'female thug']"
socioeconomic,"['female lawyer', 'female begger']"
socioeconomic,"['female lawyer', 'urban woman']"
socioeconomic,"['female lawyer', 'rural woman']"
socioeconomic,"['female lawyer', 'female farmer']"
socioeconomic,"['female lawyer', 'female firefighter']"
socioeconomic,"['hillibilly woman', 'ghetto woman']"
socioeconomic,"['hillibilly woman', 'fisherwoman']"
socioeconomic,"['hillibilly woman', 'female laborer']"
socioeconomic,"['hillibilly woman', 'female engineer']"
socioeconomic,"['hillibilly woman', 'countryside woman']"
socioeconomic,"['hillibilly woman', 'female scientist']"
socioeconomic,"['hillibilly woman', 'female mechanic']"
socioeconomic,"['hillibilly woman', 'female athlete']"
socioeconomic,"['hillibilly woman', 'female rockstar']"
socioeconomic,"['hillibilly woman', 'female fashion model']"
socioeconomic,"['hillibilly woman', 'wealthy woman']"
socioeconomic,"['hillibilly woman', 'poor woman']"
socioeconomic,"['hillibilly woman', 'female cop']"
socioeconomic,"['hillibilly woman', 'female construction worker']"
socioeconomic,"['hillibilly woman', 'coal mines woman']"
socioeconomic,"['hillibilly woman', 'female clown']"
socioeconomic,"['hillibilly woman', 'female janitor']"
socioeconomic,"['hillibilly woman', 'female maid']"
socioeconomic,"['hillibilly woman', 'female sports player']"
socioeconomic,"['hillibilly woman', 'female soldier']"
socioeconomic,"['hillibilly woman', 'female pilot']"
socioeconomic,"['hillibilly woman', 'female trash collector']"
socioeconomic,"['hillibilly woman', 'female thug']"
socioeconomic,"['hillibilly woman', 'female begger']"
socioeconomic,"['hillibilly woman', 'urban woman']"
socioeconomic,"['hillibilly woman', 'rural woman']"
socioeconomic,"['hillibilly woman', 'female farmer']"
socioeconomic,"['hillibilly woman', 'female firefighter']"
socioeconomic,"['ghetto woman', 'fisherwoman']"
socioeconomic,"['ghetto woman', 'female laborer']"
socioeconomic,"['ghetto woman', 'female engineer']"
socioeconomic,"['ghetto woman', 'countryside woman']"
socioeconomic,"['ghetto woman', 'female scientist']"
socioeconomic,"['ghetto woman', 'female mechanic']"
socioeconomic,"['ghetto woman', 'female athlete']"
socioeconomic,"['ghetto woman', 'female rockstar']"
socioeconomic,"['ghetto woman', 'female fashion model']"
socioeconomic,"['ghetto woman', 'wealthy woman']"
socioeconomic,"['ghetto woman', 'poor woman']"
socioeconomic,"['ghetto woman', 'female cop']"
socioeconomic,"['ghetto woman', 'female construction worker']"
socioeconomic,"['ghetto woman', 'coal mines woman']"
socioeconomic,"['ghetto woman', 'female clown']"
socioeconomic,"['ghetto woman', 'female janitor']"
socioeconomic,"['ghetto woman', 'female maid']"
socioeconomic,"['ghetto woman', 'female sports player']"
socioeconomic,"['ghetto woman', 'female soldier']"
socioeconomic,"['ghetto woman', 'female pilot']"
socioeconomic,"['ghetto woman', 'female trash collector']"
socioeconomic,"['ghetto woman', 'female thug']"
socioeconomic,"['ghetto woman', 'female begger']"
socioeconomic,"['ghetto woman', 'urban woman']"
socioeconomic,"['ghetto woman', 'rural woman']"
socioeconomic,"['ghetto woman', 'female farmer']"
socioeconomic,"['ghetto woman', 'female firefighter']"
socioeconomic,"['fisherwoman', 'female laborer']"
socioeconomic,"['fisherwoman', 'female engineer']"
socioeconomic,"['fisherwoman', 'countryside woman']"
socioeconomic,"['fisherwoman', 'female scientist']"
socioeconomic,"['fisherwoman', 'female mechanic']"
socioeconomic,"['fisherwoman', 'female athlete']"
socioeconomic,"['fisherwoman', 'female rockstar']"
socioeconomic,"['fisherwoman', 'female fashion model']"
socioeconomic,"['fisherwoman', 'wealthy woman']"
socioeconomic,"['fisherwoman', 'poor woman']"
socioeconomic,"['fisherwoman', 'female cop']"
socioeconomic,"['fisherwoman', 'female construction worker']"
socioeconomic,"['fisherwoman', 'coal mines woman']"
socioeconomic,"['fisherwoman', 'female clown']"
socioeconomic,"['fisherwoman', 'female janitor']"
socioeconomic,"['fisherwoman', 'female maid']"
socioeconomic,"['fisherwoman', 'female sports player']"
socioeconomic,"['fisherwoman', 'female soldier']"
socioeconomic,"['fisherwoman', 'female pilot']"
socioeconomic,"['fisherwoman', 'female trash collector']"
socioeconomic,"['fisherwoman', 'female thug']"
socioeconomic,"['fisherwoman', 'female begger']"
socioeconomic,"['fisherwoman', 'urban woman']"
socioeconomic,"['fisherwoman', 'rural woman']"
socioeconomic,"['fisherwoman', 'female farmer']"
socioeconomic,"['fisherwoman', 'female firefighter']"
socioeconomic,"['female laborer', 'female engineer']"
socioeconomic,"['female laborer', 'countryside woman']"
socioeconomic,"['female laborer', 'female scientist']"
socioeconomic,"['female laborer', 'female mechanic']"
socioeconomic,"['female laborer', 'female athlete']"
socioeconomic,"['female laborer', 'female rockstar']"
socioeconomic,"['female laborer', 'female fashion model']"
socioeconomic,"['female laborer', 'wealthy woman']"
socioeconomic,"['female laborer', 'poor woman']"
socioeconomic,"['female laborer', 'female cop']"
socioeconomic,"['female laborer', 'female construction worker']"
socioeconomic,"['female laborer', 'coal mines woman']"
socioeconomic,"['female laborer', 'female clown']"
socioeconomic,"['female laborer', 'female janitor']"
socioeconomic,"['female laborer', 'female maid']"
